  3.500E+03  2.65E-01 4.874E+01  5.100E+01 
  3.500E+03  3.15E-01 3.376E+01  2.500E+01 
  3.500E+03  3.70E-01 2.782E+01  2.300E+01 
  3.500E+03  4.30E-01 1.835E+01  2.100E+01 
  3.500E+03  5.20E-01 1.703E+01  2.000E+01 
  3.500E+03  7.90E-01 9.929E+00  8.000E+00 
  4.150E+03  1.08E-01 5.603E+01  6.000E+01 
  4.150E+03  1.35E-01 5.702E+01  5.300E+01 
  4.150E+03  1.70E-01 5.955E+01  6.900E+01 
  4.150E+03  2.10E-01 4.665E+01  5.600E+01 
  4.150E+03  2.55E-01 4.254E+01  4.400E+01 
  4.150E+03  3.05E-01 2.991E+01  3.300E+01 
  4.150E+03  3.60E-01 2.328E+01  2.900E+01 
  4.150E+03  4.20E-01 1.674E+01  2.100E+01 
  4.150E+03  4.80E-01 9.461E+00  8.000E+00 
  4.150E+03  5.70E-01 8.556E+00  7.000E+00 
  4.150E+03  8.15E-01 3.927E+00  6.000E+00 
  5.250E+03  1.08E-01 6.391E+01  6.300E+01 
  5.250E+03  1.35E-01 6.794E+01  8.300E+01 
  5.250E+03  1.65E-01 5.769E+01  5.300E+01 
  5.250E+03  2.00E-01 6.197E+01  6.000E+01 
  5.250E+03  2.45E-01 5.786E+01  5.600E+01 
  5.250E+03  2.95E-01 4.151E+01  3.400E+01 
  5.250E+03  3.50E-01 3.243E+01  3.600E+01 
  5.250E+03  4.10E-01 2.114E+01  2.800E+01 
  5.250E+03  4.70E-01 1.348E+01  1.300E+01 
  5.250E+03  5.30E-01 8.324E+00  5.000E+00 
  5.250E+03  6.25E-01 7.115E+00  8.000E+00 
  5.250E+03  8.45E-01 2.010E+00  4.000E+00 
  7.000E+03  1.15E-01 3.656E+01  3.000E+01 
  7.000E+03  1.45E-01 3.687E+01  3.500E+01 
  7.000E+03  1.80E-01 4.236E+01  3.800E+01 
  7.000E+03  2.20E-01 3.452E+01  4.400E+01 
  7.000E+03  2.65E-01 3.301E+01  3.400E+01 
  7.000E+03  3.20E-01 2.839E+01  4.300E+01 
  7.000E+03  3.80E-01 1.958E+01  1.800E+01 
  7.000E+03  4.40E-01 1.175E+01  1.000E+01 
  7.000E+03  5.00E-01 7.418E+00  7.000E+00 
  7.000E+03  5.60E-01 4.438E+00  3.000E+00 
  7.000E+03  6.60E-01 3.568E+00  4.000E+00 
  7.000E+03  8.65E-01 5.899E-01  0.000E+00 
  9.500E+03  1.70E-01 2.254E+01  1.600E+01 
  9.500E+03  2.10E-01 2.309E+01  2.100E+01 
  9.500E+03  2.55E-01 2.241E+01  1.700E+01 
  9.500E+03  3.05E-01 1.716E+01  2.600E+01 
  9.500E+03  3.60E-01 1.577E+01  1.800E+01 
  9.500E+03  4.20E-01 1.010E+01  8.000E+00 
  9.500E+03  4.80E-01 6.440E+00  9.000E+00 
  9.500E+03  5.40E-01 3.643E+00  5.000E+00 
  9.500E+03  6.05E-01 2.289E+00  2.000E+00 
  9.500E+03  7.10E-01 1.368E+00  1.000E+00 
  9.500E+03  8.90E-01 1.451E-01  0.000E+00 
  1.550E+04  4.28E-01 4.257E+01  5.400E+01 
  1.550E+04  8.00E-01 2.535E+00  1.000E+00 
 
